ID,duelAerialLost,duelAerialTotal,duelAerialWon
991,38.0,58.0,20.0
992,27.0,38.0,11.0
993,27.0,34.0,7.0
994,2.0,2.0,0.0
995,0.0,2.0,2.0
996,5.0,6.0,1.0
997,5.0,5.0,0.0
998,5.0,6.0,1.0
999,1.0,2.0,1.0
1000,1.0,1.0,0.0
1001,0.0,0.0,0.0
1002,7.0,17.0,10.0
1003,59.0,112.0,53.0
1004,0.0,0.0,0.0
1005,25.0,62.0,37.0
1006,72.0,126.0,54.0
1007,35.0,72.0,37.0
1008,3.0,4.0,1.0
1009,4.0,5.0,1.0
1010,10.0,21.0,11.0
1011,4.0,7.0,3.0
1012,38.0,99.0,61.0
1013,1.0,1.0,0.0
1014,34.0,94.0,60.0
1015,87.0,183.0,96.0
1016,1.0,2.0,1.0
1017,11.0,27.0,16.0
1018,14.0,22.0,8.0
1019,7.0,11.0,4.0
1020,83.0,176.0,93.0
1021,15.0,22.0,7.0
1022,24.0,31.0,7.0
1023,11.0,20.0,9.0
1024,57.0,88.0,31.0
1025,1.0,2.0,1.0
1026,1.0,6.0,5.0
1027,22.0,33.0,11.0
1028,13.0,19.0,6.0
1029,7.0,11.0,4.0
1030,12.0,29.0,17.0
1031,20.0,33.0,13.0
1032,5.0,10.0,5.0
1033,61.0,85.0,24.0
1034,56.0,90.0,34.0
1035,88.0,146.0,58.0
1036,106.0,147.0,41.0
1037,98.0,151.0,53.0
1038,0.0,2.0,2.0
1039,8.0,14.0,6.0
1040,19.0,36.0,17.0
1041,20.0,40.0,20.0
1042,16.0,28.0,12.0
1043,85.0,166.0,81.0
1044,8.0,15.0,7.0
1045,18.0,35.0,17.0
1046,35.0,64.0,29.0
1047,6.0,9.0,3.0
1048,20.0,36.0,16.0
1049,42.0,84.0,42.0
1050,7.0,11.0,4.0
1051,10.0,16.0,6.0
1052,33.0,47.0,14.0
1053,90.0,183.0,93.0
1054,1.0,1.0,0.0
1055,28.0,50.0,22.0
1056,18.0,30.0,12.0
1057,38.0,60.0,22.0
1058,5.0,6.0,1.0
1059,17.0,31.0,14.0
1060,1.0,2.0,1.0
1061,9.0,10.0,1.0
1062,0.0,0.0,0.0
1063,31.0,38.0,7.0
1064,0.0,1.0,1.0
1065,9.0,11.0,2.0
1066,11.0,18.0,7.0
1067,29.0,46.0,17.0
1068,4.0,6.0,2.0
1069,42.0,87.0,45.0
1070,14.0,25.0,11.0
1071,4.0,5.0,1.0
1072,74.0,113.0,39.0
1073,9.0,14.0,5.0
1074,43.0,56.0,13.0
1075,38.0,77.0,39.0
1076,3.0,4.0,1.0
1077,3.0,5.0,2.0
1078,3.0,3.0,0.0
1079,13.0,23.0,10.0
1080,6.0,17.0,11.0
1081,4.0,9.0,5.0
1082,21.0,27.0,6.0
1083,3.0,4.0,1.0
1084,2.0,3.0,1.0
1085,43.0,70.0,27.0
1086,4.0,7.0,3.0
1087,19.0,30.0,11.0
1088,11.0,24.0,13.0
1089,3.0,4.0,1.0
1090,0.0,0.0,0.0
1091,1.0,2.0,1.0
1092,5.0,9.0,4.0
1093,1.0,3.0,2.0
1094,4.0,4.0,0.0
1095,4.0,4.0,0.0
1096,10.0,12.0,2.0
1097,11.0,16.0,5.0
1098,0.0,0.0,0.0
1099,1.0,2.0,1.0
1100,1.0,2.0,1.0
1101,0.0,0.0,0.0
1102,7.0,7.0,0.0
1103,1.0,1.0,0.0
1104,1.0,1.0,0.0
1105,54.0,102.0,48.0
1106,0.0,1.0,1.0
1107,4.0,9.0,5.0
1108,4.0,8.0,4.0
1109,35.0,71.0,36.0
1110,0.0,0.0,0.0
1111,92.0,165.0,73.0
1112,27.0,90.0,63.0
1113,16.0,23.0,7.0
1114,15.0,31.0,16.0
1115,76.0,172.0,96.0
1116,9.0,15.0,6.0
1117,6.0,9.0,3.0
1118,44.0,72.0,28.0
1119,2.0,2.0,0.0
1120,10.0,21.0,11.0
1121,11.0,20.0,9.0
1122,12.0,16.0,4.0
1123,61.0,104.0,43.0
1124,2.0,2.0,0.0
1125,24.0,76.0,52.0
1126,3.0,7.0,4.0
1127,19.0,38.0,19.0
1128,25.0,57.0,32.0
1129,58.0,135.0,77.0
1130,10.0,15.0,5.0
1131,5.0,7.0,2.0
1132,28.0,48.0,20.0
1133,37.0,64.0,27.0
1134,61.0,122.0,61.0
1135,37.0,75.0,38.0
1136,1.0,2.0,1.0
1137,16.0,29.0,13.0
1138,2.0,3.0,1.0
1139,1.0,1.0,0.0
1140,2.0,4.0,2.0
1141,48.0,84.0,36.0
1142,38.0,60.0,22.0
1143,32.0,59.0,27.0
1144,6.0,10.0,4.0
1145,74.0,108.0,34.0
1146,53.0,79.0,26.0
1147,54.0,88.0,34.0
1148,165.0,368.0,203.0
1149,12.0,15.0,3.0
1150,32.0,55.0,23.0
1151,43.0,71.0,28.0
1152,3.0,4.0,1.0
1153,63.0,142.0,79.0
1154,38.0,57.0,19.0
1155,16.0,22.0,6.0
1156,16.0,28.0,12.0
1157,1.0,5.0,4.0
1158,58.0,85.0,27.0
1159,11.0,14.0,3.0
1160,10.0,13.0,3.0
1161,3.0,6.0,3.0
1162,27.0,46.0,19.0
1163,3.0,5.0,2.0
1164,70.0,100.0,30.0
1165,76.0,96.0,20.0
1166,49.0,85.0,36.0
1167,31.0,61.0,30.0
1168,32.0,57.0,25.0
1169,5.0,7.0,2.0
1170,3.0,5.0,2.0
1171,10.0,15.0,5.0
1172,4.0,8.0,4.0
1173,1.0,2.0,1.0
1174,8.0,13.0,5.0
1175,5.0,12.0,7.0
1176,1.0,1.0,0.0
1177,8.0,15.0,7.0
1178,16.0,29.0,13.0
1179,0.0,0.0,0.0
1180,62.0,85.0,23.0
1181,44.0,66.0,22.0
1182,3.0,5.0,2.0
1183,7.0,12.0,5.0
1184,10.0,20.0,10.0
1185,43.0,84.0,41.0
1186,1.0,1.0,0.0
1187,6.0,10.0,4.0
1188,5.0,11.0,6.0
1189,4.0,6.0,2.0
1190,13.0,23.0,10.0
1191,19.0,29.0,10.0
1192,2.0,5.0,3.0
1193,0.0,1.0,1.0
1194,36.0,52.0,16.0
1195,7.0,7.0,0.0
1196,13.0,20.0,7.0
1197,2.0,9.0,7.0
1198,4.0,6.0,2.0
1199,4.0,4.0,0.0
1200,5.0,6.0,1.0
1201,10.0,13.0,3.0
1202,10.0,12.0,2.0
1203,1.0,2.0,1.0
1204,4.0,7.0,3.0
1205,2.0,3.0,1.0
1206,4.0,5.0,1.0
1207,0.0,0.0,0.0
1208,3.0,4.0,1.0
1209,6.0,7.0,1.0
1210,0.0,0.0,0.0
1211,3.0,3.0,0.0
1212,0.0,1.0,1.0
1213,3.0,4.0,1.0
1214,53.0,116.0,63.0
1215,4.0,9.0,5.0
1216,3.0,9.0,6.0
1217,10.0,14.0,4.0
1218,20.0,44.0,24.0
1219,15.0,23.0,8.0
1220,2.0,2.0,0.0
1221,14.0,21.0,7.0
1222,1.0,2.0,1.0
1223,13.0,16.0,3.0
1224,1.0,4.0,3.0
1225,16.0,24.0,8.0
1226,2.0,4.0,2.0
1227,4.0,6.0,2.0
1228,17.0,36.0,19.0
1229,45.0,71.0,26.0
1230,11.0,12.0,1.0
1231,26.0,55.0,29.0
1232,8.0,9.0,1.0
1233,37.0,86.0,49.0
1234,7.0,13.0,6.0
1235,58.0,165.0,107.0
1236,51.0,74.0,23.0
1237,6.0,7.0,1.0
1238,8.0,10.0,2.0
1239,14.0,17.0,3.0
1240,7.0,9.0,2.0
1241,3.0,7.0,4.0
1242,41.0,73.0,32.0
1243,12.0,17.0,5.0
1244,42.0,80.0,38.0
1245,51.0,94.0,43.0
1246,93.0,219.0,126.0
1247,219.0,463.0,244.0
1248,10.0,15.0,5.0
1249,78.0,163.0,85.0
1250,58.0,104.0,46.0
1251,37.0,65.0,28.0
1252,47.0,82.0,35.0
1253,59.0,98.0,39.0
1254,20.0,29.0,9.0
1255,26.0,47.0,21.0
1256,10.0,23.0,13.0
1257,0.0,0.0,0.0
1258,106.0,170.0,64.0
1259,4.0,6.0,2.0
1260,0.0,1.0,1.0
1261,8.0,14.0,6.0
1262,4.0,5.0,1.0
1263,19.0,30.0,11.0
1264,18.0,39.0,21.0
1265,57.0,102.0,45.0
1266,79.0,125.0,46.0
1267,30.0,67.0,37.0
1268,28.0,43.0,15.0
1269,40.0,71.0,31.0
1270,19.0,20.0,1.0
1271,2.0,2.0,0.0
1272,7.0,11.0,4.0
1273,1.0,1.0,0.0
1274,41.0,54.0,13.0
1275,5.0,7.0,2.0
1276,33.0,58.0,25.0
1277,31.0,53.0,22.0
1278,4.0,5.0,1.0
1279,31.0,51.0,20.0
1280,58.0,89.0,31.0
1281,19.0,27.0,8.0
1282,33.0,63.0,30.0
1283,62.0,127.0,65.0
1284,26.0,42.0,16.0
1285,14.0,26.0,12.0
1286,30.0,73.0,43.0
1287,7.0,12.0,5.0
1288,44.0,88.0,44.0
1289,38.0,80.0,42.0
1290,1.0,4.0,3.0
1291,5.0,9.0,4.0
1292,59.0,85.0,26.0
1293,5.0,6.0,1.0
1294,6.0,8.0,2.0
1295,15.0,22.0,7.0
1296,17.0,17.0,0.0
1297,3.0,4.0,1.0
1298,26.0,40.0,14.0
1299,4.0,6.0,2.0
1300,5.0,8.0,3.0
1301,6.0,8.0,2.0
1302,0.0,2.0,2.0
1303,2.0,2.0,0.0
1304,0.0,0.0,0.0
1305,1.0,4.0,3.0
1306,20.0,42.0,22.0
1307,3.0,4.0,1.0
1308,5.0,10.0,5.0
1309,0.0,0.0,0.0
1310,1.0,3.0,2.0
1311,0.0,1.0,1.0
1312,12.0,16.0,4.0
1313,0.0,2.0,2.0
1314,2.0,2.0,0.0
1315,3.0,3.0,0.0
1316,2.0,3.0,1.0
1317,9.0,11.0,2.0
1318,5.0,6.0,1.0
1319,2.0,2.0,0.0
1320,1.0,1.0,0.0
1321,0.0,0.0,0.0
1322,2.0,4.0,2.0
1323,2.0,2.0,0.0
1324,5.0,8.0,3.0
1325,0.0,2.0,2.0
1326,9.0,20.0,11.0
1327,2.0,3.0,1.0
1328,0.0,0.0,0.0
1329,1.0,1.0,0.0
1330,2.0,3.0,1.0
1331,4.0,5.0,1.0
1332,32.0,89.0,57.0
1333,56.0,108.0,52.0
1334,16.0,27.0,11.0
1335,11.0,31.0,20.0
1336,4.0,5.0,1.0
1337,2.0,6.0,4.0
1338,28.0,37.0,9.0
1339,21.0,32.0,11.0
1340,2.0,2.0,0.0
1341,30.0,86.0,56.0
1342,3.0,4.0,1.0
1343,100.0,221.0,121.0
1344,1.0,3.0,2.0
1345,112.0,192.0,80.0
1346,45.0,92.0,47.0
1347,91.0,181.0,90.0
1348,3.0,9.0,6.0
1349,36.0,45.0,9.0
1350,116.0,304.0,188.0
1351,44.0,64.0,20.0
1352,18.0,27.0,9.0
1353,8.0,14.0,6.0
1354,0.0,0.0,0.0
1355,14.0,21.0,7.0
1356,90.0,146.0,56.0
1357,35.0,66.0,31.0
1358,15.0,31.0,16.0
1359,7.0,9.0,2.0
1360,19.0,26.0,7.0
1361,19.0,29.0,10.0
1362,15.0,32.0,17.0
1363,6.0,11.0,5.0
1364,49.0,88.0,39.0
1365,24.0,28.0,4.0
1366,23.0,37.0,14.0
1367,4.0,4.0,0.0
1368,2.0,7.0,5.0
1369,2.0,3.0,1.0
1370,2.0,3.0,1.0
1371,0.0,0.0,0.0
1372,6.0,9.0,3.0
1373,63.0,87.0,24.0
1374,0.0,0.0,0.0
1375,3.0,4.0,1.0
1376,7.0,8.0,1.0
1377,35.0,43.0,8.0
1378,51.0,103.0,52.0
1379,1.0,1.0,0.0
1380,24.0,33.0,9.0
1381,20.0,24.0,4.0
1382,42.0,51.0,9.0
1383,2.0,3.0,1.0
1384,0.0,1.0,1.0
1385,22.0,42.0,20.0
1386,21.0,42.0,21.0
1387,14.0,21.0,7.0
1388,24.0,40.0,16.0
1389,5.0,10.0,5.0
1390,26.0,36.0,10.0
1391,84.0,125.0,41.0
1392,35.0,46.0,11.0
1393,20.0,41.0,21.0
1394,0.0,0.0,0.0
1395,1.0,3.0,2.0
1396,12.0,21.0,9.0
1397,17.0,29.0,12.0
1398,37.0,49.0,12.0
1399,36.0,59.0,23.0
1400,1.0,1.0,0.0
1401,70.0,104.0,34.0
1402,31.0,53.0,22.0
1403,2.0,7.0,5.0
1404,4.0,7.0,3.0
1405,16.0,28.0,12.0
1406,2.0,4.0,2.0
1407,4.0,15.0,11.0
1408,0.0,0.0,0.0
1409,33.0,57.0,24.0
1410,7.0,16.0,9.0
1411,8.0,9.0,1.0
1412,3.0,3.0,0.0
1413,31.0,46.0,15.0
1414,5.0,10.0,5.0
1415,68.0,130.0,62.0
1416,44.0,56.0,12.0
1417,6.0,7.0,1.0
1418,7.0,13.0,6.0
1419,22.0,33.0,11.0
1420,3.0,4.0,1.0
1421,18.0,20.0,2.0
1422,4.0,8.0,4.0
1423,9.0,16.0,7.0
1424,3.0,4.0,1.0
1425,0.0,0.0,0.0
1426,3.0,5.0,2.0
1427,2.0,4.0,2.0
1428,5.0,12.0,7.0
1429,3.0,3.0,0.0
1430,0.0,0.0,0.0
1431,6.0,6.0,0.0
1432,2.0,2.0,0.0
1433,20.0,39.0,19.0
1434,2.0,3.0,1.0
1435,9.0,12.0,3.0
1436,6.0,10.0,4.0
1437,4.0,8.0,4.0
1438,9.0,16.0,7.0
1439,0.0,0.0,0.0
1440,13.0,14.0,1.0
1441,12.0,18.0,6.0
1442,10.0,11.0,1.0
1443,3.0,3.0,0.0
1444,4.0,4.0,0.0
1445,3.0,3.0,0.0
1446,5.0,5.0,0.0
1447,2.0,2.0,0.0
1448,1.0,1.0,0.0
1449,3.0,3.0,0.0
1450,0.0,0.0,0.0
1451,0.0,0.0,0.0
1452,6.0,6.0,0.0
1453,1.0,1.0,0.0
1454,2.0,2.0,0.0
1455,7.0,8.0,1.0
1456,1.0,2.0,1.0
1457,113.0,255.0,142.0
1458,26.0,37.0,11.0
1459,3.0,5.0,2.0
1460,8.0,10.0,2.0
1461,1.0,1.0,0.0
1462,2.0,2.0,0.0
1463,0.0,0.0,0.0
1464,5.0,9.0,4.0
1465,57.0,92.0,35.0
1466,2.0,4.0,2.0
1467,2.0,3.0,1.0
1468,112.0,367.0,255.0
1469,3.0,4.0,1.0
1470,135.0,298.0,163.0
1471,10.0,16.0,6.0
1472,0.0,1.0,1.0
1473,30.0,57.0,27.0
1474,8.0,12.0,4.0
1475,20.0,32.0,12.0
1476,8.0,19.0,11.0
1477,40.0,70.0,30.0
1478,13.0,20.0,7.0
1479,56.0,112.0,56.0
1480,0.0,2.0,2.0
1481,3.0,10.0,7.0
1482,52.0,107.0,55.0
1483,17.0,21.0,4.0
1484,8.0,9.0,1.0
1485,0.0,0.0,0.0
1486,14.0,26.0,12.0
1487,38.0,64.0,26.0
1488,71.0,108.0,37.0
1489,61.0,73.0,12.0
1490,75.0,153.0,78.0
1491,14.0,19.0,5.0
1492,1.0,3.0,2.0
1493,6.0,8.0,2.0
1494,1.0,1.0,0.0
1495,130.0,199.0,69.0
1496,103.0,182.0,79.0
1497,31.0,54.0,23.0
1498,0.0,2.0,2.0
1499,79.0,155.0,76.0
1500,19.0,26.0,7.0
1501,33.0,61.0,28.0
1502,38.0,64.0,26.0
1503,92.0,121.0,29.0
1504,3.0,5.0,2.0
1505,10.0,11.0,1.0
1506,78.0,112.0,34.0
1507,28.0,52.0,24.0
1508,31.0,46.0,15.0
1509,25.0,42.0,17.0
1510,46.0,66.0,20.0
1511,15.0,21.0,6.0
1512,84.0,132.0,48.0
1513,47.0,65.0,18.0
1514,11.0,15.0,4.0
1515,4.0,8.0,4.0
1516,55.0,84.0,29.0
1517,7.0,10.0,3.0
1518,11.0,19.0,8.0
1519,9.0,16.0,7.0
1520,18.0,38.0,20.0
1521,24.0,40.0,16.0
1522,11.0,20.0,9.0
1523,0.0,0.0,0.0
1524,1.0,1.0,0.0
1525,28.0,40.0,12.0
1526,2.0,3.0,1.0
1527,10.0,12.0,2.0
1528,17.0,30.0,13.0
1529,13.0,23.0,10.0
1530,48.0,70.0,22.0
1531,3.0,11.0,8.0
1532,65.0,75.0,10.0
1533,26.0,37.0,11.0
1534,55.0,89.0,34.0
1535,8.0,10.0,2.0
1536,3.0,6.0,3.0
1537,10.0,21.0,11.0
1538,11.0,12.0,1.0
1539,4.0,5.0,1.0
1540,4.0,9.0,5.0
1541,9.0,12.0,3.0
1542,30.0,48.0,18.0
1543,3.0,7.0,4.0
1544,3.0,4.0,1.0
1545,2.0,5.0,3.0
1546,6.0,8.0,2.0
1547,2.0,2.0,0.0
1548,4.0,7.0,3.0
1549,3.0,4.0,1.0
1550,4.0,7.0,3.0
1551,16.0,19.0,3.0
1552,13.0,19.0,6.0
1553,2.0,3.0,1.0
1554,40.0,58.0,18.0
1555,9.0,16.0,7.0
1556,6.0,6.0,0.0
1557,8.0,11.0,3.0
1558,12.0,16.0,4.0
1559,11.0,14.0,3.0
1560,2.0,2.0,0.0
1561,41.0,57.0,16.0
1562,21.0,24.0,3.0
1563,13.0,20.0,7.0
1564,1.0,1.0,0.0
1565,2.0,3.0,1.0
1566,20.0,27.0,7.0
1567,0.0,0.0,0.0
1568,7.0,8.0,1.0
1569,3.0,4.0,1.0
1570,4.0,4.0,0.0
1571,2.0,2.0,0.0
1572,1.0,1.0,0.0
1573,3.0,5.0,2.0
1574,0.0,1.0,1.0
1575,2.0,4.0,2.0
1576,1.0,1.0,0.0
1577,5.0,7.0,2.0
1578,15.0,34.0,19.0
1579,0.0,0.0,0.0
1580,4.0,4.0,0.0
1581,13.0,22.0,9.0
1582,19.0,23.0,4.0
1583,41.0,81.0,40.0
1584,35.0,47.0,12.0
1585,4.0,6.0,2.0
1586,5.0,8.0,3.0
1587,3.0,7.0,4.0
1588,8.0,24.0,16.0
1589,72.0,134.0,62.0
1590,77.0,159.0,82.0
1591,134.0,248.0,114.0
1592,143.0,303.0,160.0
1593,110.0,223.0,113.0
1594,82.0,196.0,114.0
1595,23.0,36.0,13.0
1596,75.0,119.0,44.0
1597,80.0,131.0,51.0
1598,158.0,270.0,112.0
1599,21.0,41.0,20.0
1600,83.0,161.0,78.0
1601,14.0,16.0,2.0
1602,5.0,9.0,4.0
1603,109.0,183.0,74.0
1604,15.0,24.0,9.0
1605,102.0,199.0,97.0
1606,24.0,29.0,5.0
1607,16.0,25.0,9.0
1608,89.0,181.0,92.0
1609,17.0,27.0,10.0
1610,66.0,99.0,33.0
1611,5.0,7.0,2.0
1612,2.0,4.0,2.0
1613,0.0,0.0,0.0
1614,6.0,6.0,0.0
1615,20.0,34.0,14.0
1616,33.0,59.0,26.0
1617,65.0,98.0,33.0
1618,15.0,21.0,6.0
1619,2.0,3.0,1.0
1620,2.0,4.0,2.0
1621,76.0,101.0,25.0
1622,1.0,2.0,1.0
1623,0.0,0.0,0.0
1624,19.0,41.0,22.0
1625,47.0,88.0,41.0
1626,7.0,13.0,6.0
1627,0.0,1.0,1.0
1628,12.0,18.0,6.0
1629,28.0,43.0,15.0
1630,4.0,4.0,0.0
1631,3.0,3.0,0.0
1632,57.0,100.0,43.0
1633,0.0,0.0,0.0
1634,3.0,6.0,3.0
1635,4.0,6.0,2.0
1636,0.0,0.0,0.0
1637,2.0,2.0,0.0
1638,10.0,14.0,4.0
1639,1.0,1.0,0.0
1640,10.0,19.0,9.0
1641,4.0,6.0,2.0
1642,27.0,35.0,8.0
1643,3.0,4.0,1.0
1644,20.0,28.0,8.0
1645,6.0,12.0,6.0
1646,2.0,4.0,2.0
1647,24.0,34.0,10.0
1648,16.0,32.0,16.0
1649,16.0,25.0,9.0
1650,4.0,4.0,0.0
1651,21.0,44.0,23.0
1652,4.0,5.0,1.0
1653,9.0,14.0,5.0
1654,1.0,5.0,4.0
1655,7.0,9.0,2.0
1656,11.0,15.0,4.0
1657,0.0,2.0,2.0
1658,12.0,14.0,2.0
1659,10.0,13.0,3.0
1660,12.0,19.0,7.0
1661,0.0,1.0,1.0
1662,0.0,1.0,1.0
1663,6.0,9.0,3.0
1664,6.0,8.0,2.0
1665,0.0,0.0,0.0
1666,0.0,0.0,0.0
1667,7.0,10.0,3.0
1668,1.0,3.0,2.0
1669,2.0,2.0,0.0
1670,2.0,2.0,0.0
1671,20.0,27.0,7.0
1672,1.0,1.0,0.0
1673,0.0,0.0,0.0
1674,0.0,1.0,1.0
1675,4.0,7.0,3.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,2.0,2.0,0.0
1679,22.0,38.0,16.0
1680,3.0,11.0,8.0
1681,40.0,77.0,37.0
1682,10.0,24.0,14.0
1683,56.0,79.0,23.0
1684,2.0,2.0,0.0
1685,2.0,2.0,0.0
1686,1.0,1.0,0.0
1687,3.0,13.0,10.0
1688,1.0,1.0,0.0
1689,12.0,23.0,11.0
1690,9.0,14.0,5.0
1691,45.0,92.0,47.0
1692,13.0,19.0,6.0
1693,79.0,168.0,89.0
1694,7.0,17.0,10.0
1695,8.0,10.0,2.0
1696,98.0,211.0,113.0
1697,33.0,51.0,18.0
1698,1.0,3.0,2.0
1699,4.0,6.0,2.0
1700,37.0,63.0,26.0
1701,3.0,3.0,0.0
1702,140.0,258.0,118.0
1703,59.0,126.0,67.0
1704,31.0,57.0,26.0
1705,19.0,28.0,9.0
1706,34.0,53.0,19.0
1707,32.0,65.0,33.0
1708,51.0,120.0,69.0
1709,4.0,5.0,1.0
1710,18.0,27.0,9.0
1711,7.0,16.0,9.0
1712,67.0,113.0,46.0
1713,6.0,8.0,2.0
1714,87.0,135.0,48.0
1715,1.0,1.0,0.0
1716,1.0,1.0,0.0
1717,47.0,79.0,32.0
1718,1.0,1.0,0.0
1719,37.0,48.0,11.0
1720,11.0,23.0,12.0
1721,51.0,83.0,32.0
1722,78.0,115.0,37.0
1723,10.0,15.0,5.0
1724,3.0,4.0,1.0
1725,14.0,27.0,13.0
1726,4.0,4.0,0.0
1727,19.0,33.0,14.0
1728,60.0,107.0,47.0
1729,54.0,100.0,46.0
1730,26.0,38.0,12.0
1731,3.0,4.0,1.0
1732,29.0,66.0,37.0
1733,15.0,25.0,10.0
1734,53.0,92.0,39.0
1735,2.0,3.0,1.0
1736,12.0,23.0,11.0
1737,30.0,39.0,9.0
1738,1.0,1.0,0.0
1739,2.0,2.0,0.0
1740,42.0,69.0,27.0
1741,24.0,42.0,18.0
1742,9.0,16.0,7.0
1743,38.0,58.0,20.0
1744,11.0,20.0,9.0
1745,2.0,2.0,0.0
1746,16.0,20.0,4.0
1747,16.0,30.0,14.0
1748,2.0,4.0,2.0
1749,5.0,7.0,2.0
1750,6.0,14.0,8.0
1751,27.0,40.0,13.0
1752,3.0,5.0,2.0
1753,23.0,40.0,17.0
1754,1.0,1.0,0.0
1755,4.0,4.0,0.0
1756,1.0,1.0,0.0
1757,0.0,0.0,0.0
1758,3.0,5.0,2.0
1759,5.0,7.0,2.0
1760,1.0,1.0,0.0
1761,1.0,1.0,0.0
1762,1.0,1.0,0.0
1763,2.0,2.0,0.0
1764,2.0,2.0,0.0
1765,3.0,5.0,2.0
1766,0.0,0.0,0.0
1767,0.0,0.0,0.0
1768,0.0,1.0,1.0
1769,5.0,6.0,1.0
1770,1.0,2.0,1.0
1771,2.0,3.0,1.0
1772,1.0,1.0,0.0
1773,26.0,56.0,30.0
1774,33.0,63.0,30.0
1775,58.0,107.0,49.0
1776,4.0,12.0,8.0
1777,35.0,92.0,57.0
1778,2.0,2.0,0.0
1779,20.0,41.0,21.0
1780,5.0,7.0,2.0
1781,8.0,11.0,3.0
1782,1.0,2.0,1.0
1783,2.0,5.0,3.0
1784,0.0,0.0,0.0
1785,4.0,5.0,1.0
1786,2.0,4.0,2.0
1787,77.0,138.0,61.0
1788,59.0,107.0,48.0
1789,4.0,5.0,1.0
1790,0.0,0.0,0.0
1791,118.0,214.0,96.0
1792,73.0,101.0,28.0
1793,3.0,4.0,1.0
1794,13.0,22.0,9.0
1795,15.0,28.0,13.0
1796,28.0,39.0,11.0
1797,108.0,214.0,106.0
1798,14.0,16.0,2.0
1799,43.0,69.0,26.0
1800,41.0,76.0,35.0
1801,39.0,73.0,34.0
1802,13.0,20.0,7.0
1803,89.0,156.0,67.0
1804,6.0,7.0,1.0
1805,56.0,131.0,75.0
1806,97.0,148.0,51.0
1807,23.0,45.0,22.0
1808,12.0,29.0,17.0
1809,32.0,48.0,16.0
1810,9.0,10.0,1.0
1811,35.0,53.0,18.0
1812,20.0,43.0,23.0
1813,5.0,11.0,6.0
1814,34.0,53.0,19.0
1815,26.0,45.0,19.0
1816,69.0,92.0,23.0
1817,1.0,2.0,1.0
1818,26.0,48.0,22.0
1819,19.0,30.0,11.0
1820,0.0,0.0,0.0
1821,0.0,0.0,0.0
1822,12.0,24.0,12.0
1823,69.0,112.0,43.0
1824,5.0,6.0,1.0
1825,26.0,32.0,6.0
1826,70.0,108.0,38.0
1827,33.0,54.0,21.0
1828,32.0,45.0,13.0
1829,13.0,24.0,11.0
1830,4.0,4.0,0.0
1831,119.0,185.0,66.0
1832,7.0,11.0,4.0
1833,4.0,4.0,0.0
1834,1.0,1.0,0.0
1835,77.0,143.0,66.0
1836,38.0,52.0,14.0
1837,12.0,20.0,8.0
1838,19.0,29.0,10.0
1839,6.0,7.0,1.0
1840,2.0,3.0,1.0
1841,3.0,6.0,3.0
1842,2.0,3.0,1.0
1843,12.0,16.0,4.0
1844,4.0,5.0,1.0
1845,4.0,6.0,2.0
1846,31.0,43.0,12.0
1847,2.0,2.0,0.0
1848,52.0,62.0,10.0
1849,8.0,11.0,3.0
1850,3.0,4.0,1.0
1851,20.0,26.0,6.0
1852,1.0,1.0,0.0
1853,0.0,1.0,1.0
1854,0.0,0.0,0.0
1855,14.0,16.0,2.0
1856,1.0,1.0,0.0
1857,3.0,3.0,0.0
1858,7.0,13.0,6.0
1859,1.0,1.0,0.0
1860,29.0,41.0,12.0
1861,5.0,6.0,1.0
1862,17.0,24.0,7.0
1863,3.0,5.0,2.0
1864,1.0,2.0,1.0
1865,6.0,10.0,4.0
1866,1.0,1.0,0.0
1867,44.0,65.0,21.0
1868,12.0,12.0,0.0
1869,27.0,32.0,5.0
1870,1.0,1.0,0.0
1871,11.0,19.0,8.0
1872,13.0,18.0,5.0
1873,52.0,84.0,32.0
1874,17.0,26.0,9.0
1875,0.0,0.0,0.0
1876,6.0,10.0,4.0
1877,6.0,7.0,1.0
1878,9.0,10.0,1.0
1879,0.0,1.0,1.0
1880,5.0,8.0,3.0
1881,8.0,10.0,2.0
1882,1.0,2.0,1.0
1883,2.0,4.0,2.0
1884,8.0,14.0,6.0
1885,2.0,2.0,0.0
1886,6.0,7.0,1.0
1887,3.0,3.0,0.0
1888,2.0,3.0,1.0
1889,4.0,4.0,0.0
1890,5.0,11.0,6.0
1891,0.0,0.0,0.0
1892,2.0,9.0,7.0
1893,4.0,9.0,5.0
1894,65.0,181.0,116.0
1895,2.0,3.0,1.0
1896,30.0,48.0,18.0
1897,26.0,65.0,39.0
1898,1.0,3.0,2.0
1899,27.0,37.0,10.0
1900,124.0,240.0,116.0
1901,2.0,3.0,1.0
1902,15.0,23.0,8.0
1903,32.0,60.0,28.0
1904,34.0,80.0,46.0
1905,22.0,33.0,11.0
1906,21.0,34.0,13.0
1907,73.0,167.0,94.0
1908,2.0,3.0,1.0
1909,104.0,193.0,89.0
1910,43.0,69.0,26.0
1911,7.0,10.0,3.0
1912,46.0,78.0,32.0
1913,24.0,35.0,11.0
1914,70.0,153.0,83.0
1915,28.0,51.0,23.0
1916,53.0,109.0,56.0
1917,13.0,21.0,8.0
1918,14.0,28.0,14.0
1919,112.0,177.0,65.0
1920,40.0,87.0,47.0
1921,57.0,104.0,47.0
1922,11.0,16.0,5.0
