ID,tackleWonTotal,tackleTotalAttempted,challengeLost
989,0.0,1.0,1.0
990,2.0,3.0,1.0
991,0.0,9.0,9.0
992,9.0,21.0,12.0
993,0.0,3.0,3.0
994,0.0,1.0,1.0
995,0.0,0.0,0.0
996,0.0,1.0,1.0
997,0.0,0.0,0.0
998,0.0,0.0,0.0
999,0.0,1.0,1.0
1000,1.0,6.0,5.0
1001,0.0,1.0,1.0
1002,4.0,12.0,8.0
1003,10.0,22.0,12.0
1004,2.0,3.0,1.0
1005,2.0,3.0,1.0
1006,5.0,13.0,8.0
1007,7.0,7.0,0.0
1008,2.0,4.0,2.0
1009,0.0,0.0,0.0
1010,4.0,6.0,2.0
1011,1.0,2.0,1.0
1012,15.0,22.0,7.0
1013,2.0,4.0,2.0
1014,10.0,18.0,8.0
1015,24.0,34.0,10.0
1016,0.0,0.0,0.0
1017,3.0,5.0,2.0
1018,2.0,6.0,4.0
1019,13.0,22.0,9.0
1020,9.0,24.0,15.0
1021,3.0,3.0,0.0
1022,6.0,11.0,5.0
1023,3.0,10.0,7.0
1024,10.0,12.0,2.0
1025,0.0,0.0,0.0
1026,1.0,1.0,0.0
1027,4.0,17.0,13.0
1028,8.0,12.0,4.0
1029,3.0,3.0,0.0
1030,4.0,9.0,5.0
1031,9.0,17.0,8.0
1032,3.0,5.0,2.0
1033,13.0,27.0,14.0
1034,11.0,17.0,6.0
1035,17.0,31.0,14.0
1036,27.0,51.0,24.0
1037,10.0,18.0,8.0
1038,1.0,2.0,1.0
1039,2.0,3.0,1.0
1040,5.0,8.0,3.0
1041,3.0,6.0,3.0
1042,10.0,17.0,7.0
1043,5.0,11.0,6.0
1044,4.0,5.0,1.0
1045,5.0,9.0,4.0
1046,8.0,11.0,3.0
1047,1.0,2.0,1.0
1048,5.0,15.0,10.0
1049,13.0,23.0,10.0
1050,1.0,1.0,0.0
1051,2.0,3.0,1.0
1052,9.0,17.0,8.0
1053,9.0,18.0,9.0
1054,0.0,0.0,0.0
1055,6.0,16.0,10.0
1056,5.0,12.0,7.0
1057,9.0,12.0,3.0
1058,6.0,10.0,4.0
1059,5.0,8.0,3.0
1060,1.0,1.0,0.0
1061,4.0,6.0,2.0
1062,2.0,3.0,1.0
1063,6.0,10.0,4.0
1064,1.0,2.0,1.0
1065,5.0,8.0,3.0
1066,1.0,3.0,2.0
1067,4.0,9.0,5.0
1068,4.0,9.0,5.0
1069,8.0,13.0,5.0
1070,3.0,4.0,1.0
1071,9.0,10.0,1.0
1072,3.0,7.0,4.0
1073,2.0,7.0,5.0
1074,32.0,74.0,42.0
1075,0.0,2.0,2.0
1076,1.0,3.0,2.0
1077,0.0,1.0,1.0
1078,1.0,5.0,4.0
1079,3.0,7.0,4.0
1080,1.0,1.0,0.0
1081,2.0,2.0,0.0
1082,8.0,13.0,5.0
1083,1.0,5.0,4.0
1084,1.0,1.0,0.0
1085,5.0,8.0,3.0
1086,1.0,2.0,1.0
1087,2.0,2.0,0.0
1088,2.0,4.0,2.0
1089,4.0,6.0,2.0
1090,0.0,0.0,0.0
1091,0.0,0.0,0.0
1092,2.0,6.0,4.0
1093,2.0,5.0,3.0
1094,0.0,2.0,2.0
1095,0.0,0.0,0.0
1096,3.0,3.0,0.0
1097,1.0,2.0,1.0
1098,0.0,0.0,0.0
1099,0.0,0.0,0.0
1100,0.0,0.0,0.0
1101,0.0,0.0,0.0
1102,0.0,0.0,0.0
1103,1.0,3.0,2.0
1104,1.0,2.0,1.0
1105,15.0,26.0,11.0
1106,0.0,2.0,2.0
1107,3.0,6.0,3.0
1108,2.0,4.0,2.0
1109,7.0,10.0,3.0
1110,0.0,0.0,0.0
1111,11.0,18.0,7.0
1112,3.0,6.0,3.0
1113,5.0,12.0,7.0
1114,1.0,1.0,0.0
1115,13.0,29.0,16.0
1116,6.0,11.0,5.0
1117,2.0,7.0,5.0
1118,6.0,8.0,2.0
1119,1.0,1.0,0.0
1120,2.0,2.0,0.0
1121,4.0,6.0,2.0
1122,5.0,8.0,3.0
1123,15.0,19.0,4.0
1124,2.0,2.0,0.0
1125,5.0,13.0,8.0
1126,4.0,6.0,2.0
1127,5.0,9.0,4.0
1128,7.0,16.0,9.0
1129,14.0,26.0,12.0
1130,4.0,6.0,2.0
1131,0.0,0.0,0.0
1132,14.0,24.0,10.0
1133,9.0,13.0,4.0
1134,7.0,10.0,3.0
1135,17.0,25.0,8.0
1136,0.0,0.0,0.0
1137,5.0,14.0,9.0
1138,3.0,5.0,2.0
1139,1.0,1.0,0.0
1140,1.0,2.0,1.0
1141,14.0,21.0,7.0
1142,21.0,36.0,15.0
1143,6.0,9.0,3.0
1144,1.0,2.0,1.0
1145,15.0,24.0,9.0
1146,11.0,22.0,11.0
1147,9.0,10.0,1.0
1148,23.0,42.0,19.0
1149,9.0,14.0,5.0
1150,5.0,9.0,4.0
1151,3.0,12.0,9.0
1152,1.0,2.0,1.0
1153,3.0,10.0,7.0
1154,2.0,3.0,1.0
1155,1.0,4.0,3.0
1156,4.0,8.0,4.0
1157,9.0,13.0,4.0
1158,7.0,17.0,10.0
1159,0.0,1.0,1.0
1160,2.0,9.0,7.0
1161,7.0,13.0,6.0
1162,5.0,12.0,7.0
1163,2.0,2.0,0.0
1164,5.0,18.0,13.0
1165,6.0,16.0,10.0
1166,13.0,22.0,9.0
1167,9.0,12.0,3.0
1168,1.0,2.0,1.0
1169,2.0,2.0,0.0
1170,0.0,6.0,6.0
1171,16.0,26.0,10.0
1172,1.0,2.0,1.0
1173,2.0,3.0,1.0
1174,5.0,6.0,1.0
1175,1.0,1.0,0.0
1176,0.0,2.0,2.0
1177,0.0,0.0,0.0
1178,4.0,6.0,2.0
1179,1.0,1.0,0.0
1180,4.0,13.0,9.0
1181,5.0,11.0,6.0
1182,0.0,0.0,0.0
1183,3.0,5.0,2.0
1184,5.0,14.0,9.0
1185,7.0,21.0,14.0
1186,0.0,0.0,0.0
1187,2.0,3.0,1.0
1188,3.0,8.0,5.0
1189,2.0,2.0,0.0
1190,2.0,2.0,0.0
1191,4.0,9.0,5.0
1192,0.0,0.0,0.0
1193,1.0,1.0,0.0
1194,8.0,15.0,7.0
1195,1.0,1.0,0.0
1196,11.0,16.0,5.0
1197,0.0,0.0,0.0
1198,0.0,1.0,1.0
1199,0.0,1.0,1.0
1200,1.0,1.0,0.0
1201,0.0,0.0,0.0
1202,2.0,5.0,3.0
1203,0.0,0.0,0.0
1204,3.0,7.0,4.0
1205,2.0,3.0,1.0
1206,0.0,1.0,1.0
1207,0.0,0.0,0.0
1208,0.0,0.0,0.0
1209,0.0,0.0,0.0
1210,0.0,0.0,0.0
1211,0.0,2.0,2.0
1212,0.0,1.0,1.0
1213,2.0,6.0,4.0
1214,18.0,30.0,12.0
1215,6.0,8.0,2.0
1216,5.0,5.0,0.0
1217,14.0,22.0,8.0
1218,2.0,3.0,1.0
1219,5.0,7.0,2.0
1220,0.0,0.0,0.0
1221,17.0,29.0,12.0
1222,0.0,2.0,2.0
1223,3.0,5.0,2.0
1224,1.0,2.0,1.0
1225,7.0,13.0,6.0
1226,2.0,2.0,0.0
1227,2.0,2.0,0.0
1228,4.0,7.0,3.0
1229,11.0,23.0,12.0
1230,2.0,4.0,2.0
1231,8.0,11.0,3.0
1232,6.0,14.0,8.0
1233,7.0,11.0,4.0
1234,1.0,1.0,0.0
1235,9.0,13.0,4.0
1236,10.0,24.0,14.0
1237,4.0,5.0,1.0
1238,4.0,9.0,5.0
1239,2.0,5.0,3.0
1240,6.0,12.0,6.0
1241,0.0,1.0,1.0
1242,9.0,16.0,7.0
1243,0.0,4.0,4.0
1244,5.0,11.0,6.0
1245,8.0,16.0,8.0
1246,15.0,31.0,16.0
1247,18.0,33.0,15.0
1248,4.0,10.0,6.0
1249,9.0,16.0,7.0
1250,14.0,39.0,25.0
1251,12.0,15.0,3.0
1252,6.0,17.0,11.0
1253,16.0,30.0,14.0
1254,4.0,9.0,5.0
1255,9.0,17.0,8.0
1256,9.0,15.0,6.0
1257,3.0,3.0,0.0
1258,16.0,29.0,13.0
1259,4.0,6.0,2.0
1260,0.0,0.0,0.0
1261,4.0,4.0,0.0
1262,8.0,15.0,7.0
1263,4.0,19.0,15.0
1264,3.0,7.0,4.0
1265,6.0,9.0,3.0
1266,10.0,23.0,13.0
1267,8.0,12.0,4.0
1268,3.0,9.0,6.0
1269,5.0,11.0,6.0
1270,12.0,27.0,15.0
1271,1.0,1.0,0.0
1272,1.0,1.0,0.0
1273,1.0,4.0,3.0
1274,9.0,19.0,10.0
1275,1.0,1.0,0.0
1276,4.0,7.0,3.0
1277,7.0,16.0,9.0
1278,2.0,3.0,1.0
1279,11.0,23.0,12.0
1280,15.0,28.0,13.0
1281,3.0,9.0,6.0
1282,2.0,6.0,4.0
1283,5.0,8.0,3.0
1284,13.0,21.0,8.0
1285,1.0,6.0,5.0
1286,9.0,15.0,6.0
1287,0.0,1.0,1.0
1288,5.0,14.0,9.0
1289,6.0,14.0,8.0
1290,3.0,4.0,1.0
1291,4.0,5.0,1.0
1292,6.0,14.0,8.0
1293,1.0,1.0,0.0
1294,2.0,9.0,7.0
1295,6.0,12.0,6.0
1296,4.0,9.0,5.0
1297,1.0,1.0,0.0
1298,10.0,13.0,3.0
1299,2.0,3.0,1.0
1300,2.0,4.0,2.0
1301,1.0,2.0,1.0
1302,0.0,0.0,0.0
1303,1.0,1.0,0.0
1304,0.0,1.0,1.0
1305,0.0,0.0,0.0
1306,0.0,0.0,0.0
1307,0.0,0.0,0.0
1308,1.0,1.0,0.0
1309,0.0,0.0,0.0
1310,0.0,3.0,3.0
1311,1.0,2.0,1.0
1312,0.0,3.0,3.0
1313,1.0,3.0,2.0
1314,2.0,2.0,0.0
1315,0.0,0.0,0.0
1316,0.0,0.0,0.0
1317,1.0,2.0,1.0
1318,0.0,0.0,0.0
1319,1.0,2.0,1.0
1320,0.0,2.0,2.0
1321,3.0,3.0,0.0
1322,0.0,3.0,3.0
1323,0.0,0.0,0.0
1324,10.0,12.0,2.0
1325,2.0,3.0,1.0
1326,2.0,3.0,1.0
1327,1.0,1.0,0.0
1328,0.0,0.0,0.0
1329,0.0,0.0,0.0
1330,1.0,1.0,0.0
1331,7.0,14.0,7.0
1332,5.0,7.0,2.0
1333,14.0,22.0,8.0
1334,8.0,10.0,2.0
1335,2.0,4.0,2.0
1336,3.0,3.0,0.0
1337,2.0,3.0,1.0
1338,28.0,42.0,14.0
1339,17.0,34.0,17.0
1340,0.0,1.0,1.0
1341,14.0,32.0,18.0
1342,1.0,1.0,0.0
1343,35.0,67.0,32.0
1344,1.0,2.0,1.0
1345,16.0,34.0,18.0
1346,7.0,15.0,8.0
1347,14.0,17.0,3.0
1348,1.0,1.0,0.0
1349,11.0,20.0,9.0
1350,15.0,38.0,23.0
1351,15.0,24.0,9.0
1352,3.0,7.0,4.0
1353,3.0,5.0,2.0
1354,0.0,0.0,0.0
1355,14.0,20.0,6.0
1356,20.0,32.0,12.0
1357,8.0,15.0,7.0
1358,11.0,13.0,2.0
1359,0.0,1.0,1.0
1360,6.0,6.0,0.0
1361,8.0,14.0,6.0
1362,10.0,14.0,4.0
1363,5.0,8.0,3.0
1364,12.0,33.0,21.0
1365,5.0,8.0,3.0
1366,5.0,9.0,4.0
1367,1.0,3.0,2.0
1368,0.0,0.0,0.0
1369,0.0,0.0,0.0
1370,1.0,2.0,1.0
1371,0.0,0.0,0.0
1372,1.0,1.0,0.0
1373,22.0,43.0,21.0
1374,2.0,2.0,0.0
1375,2.0,4.0,2.0
1376,6.0,9.0,3.0
1377,9.0,16.0,7.0
1378,9.0,12.0,3.0
1379,0.0,4.0,4.0
1380,17.0,30.0,13.0
1381,7.0,12.0,5.0
1382,17.0,28.0,11.0
1383,1.0,1.0,0.0
1384,0.0,3.0,3.0
1385,6.0,12.0,6.0
1386,3.0,5.0,2.0
1387,15.0,23.0,8.0
1388,8.0,20.0,12.0
1389,3.0,6.0,3.0
1390,3.0,4.0,1.0
1391,19.0,36.0,17.0
1392,4.0,9.0,5.0
1393,3.0,5.0,2.0
1394,1.0,1.0,0.0
1395,1.0,2.0,1.0
1396,2.0,6.0,4.0
1397,8.0,17.0,9.0
1398,9.0,17.0,8.0
1399,7.0,16.0,9.0
1400,3.0,5.0,2.0
1401,10.0,27.0,17.0
1402,12.0,19.0,7.0
1403,1.0,1.0,0.0
1404,5.0,5.0,0.0
1405,0.0,0.0,0.0
1406,1.0,1.0,0.0
1407,2.0,6.0,4.0
1408,1.0,2.0,1.0
1409,7.0,21.0,14.0
1410,1.0,2.0,1.0
1411,5.0,15.0,10.0
1412,1.0,4.0,3.0
1413,4.0,5.0,1.0
1414,4.0,5.0,1.0
1415,0.0,4.0,4.0
1416,6.0,13.0,7.0
1417,1.0,7.0,6.0
1418,2.0,3.0,1.0
1419,2.0,5.0,3.0
1420,2.0,4.0,2.0
1421,8.0,11.0,3.0
1422,0.0,1.0,1.0
1423,3.0,6.0,3.0
1424,1.0,2.0,1.0
1425,2.0,5.0,3.0
1426,0.0,1.0,1.0
1427,0.0,0.0,0.0
1428,1.0,2.0,1.0
1429,0.0,1.0,1.0
1430,1.0,1.0,0.0
1431,1.0,5.0,4.0
1432,1.0,3.0,2.0
1433,9.0,10.0,1.0
1434,1.0,1.0,0.0
1435,3.0,5.0,2.0
1436,0.0,3.0,3.0
1437,3.0,3.0,0.0
1438,5.0,14.0,9.0
1439,0.0,1.0,1.0
1440,2.0,2.0,0.0
1441,0.0,4.0,4.0
1442,1.0,6.0,5.0
1443,2.0,3.0,1.0
1444,0.0,0.0,0.0
1445,2.0,2.0,0.0
1446,0.0,0.0,0.0
1447,0.0,0.0,0.0
1448,1.0,4.0,3.0
1449,0.0,0.0,0.0
1450,0.0,0.0,0.0
1451,0.0,1.0,1.0
1452,0.0,1.0,1.0
1453,0.0,0.0,0.0
1454,1.0,2.0,1.0
1455,3.0,7.0,4.0
1456,1.0,1.0,0.0
1457,12.0,22.0,10.0
1458,3.0,16.0,13.0
1459,4.0,6.0,2.0
1460,4.0,10.0,6.0
1461,0.0,2.0,2.0
1462,10.0,17.0,7.0
1463,0.0,1.0,1.0
1464,2.0,5.0,3.0
1465,13.0,39.0,26.0
1466,6.0,9.0,3.0
1467,3.0,6.0,3.0
1468,15.0,39.0,24.0
1469,3.0,4.0,1.0
1470,30.0,52.0,22.0
1471,4.0,8.0,4.0
1472,5.0,9.0,4.0
1473,14.0,24.0,10.0
1474,1.0,2.0,1.0
1475,13.0,28.0,15.0
1476,5.0,13.0,8.0
1477,17.0,34.0,17.0
1478,3.0,8.0,5.0
1479,11.0,26.0,15.0
1480,1.0,1.0,0.0
1481,4.0,7.0,3.0
1482,3.0,5.0,2.0
1483,13.0,23.0,10.0
1484,5.0,6.0,1.0
1485,1.0,4.0,3.0
1486,8.0,13.0,5.0
1487,9.0,20.0,11.0
1488,17.0,26.0,9.0
1489,15.0,28.0,13.0
1490,3.0,8.0,5.0
1491,9.0,13.0,4.0
1492,3.0,4.0,1.0
1493,4.0,10.0,6.0
1494,1.0,1.0,0.0
1495,18.0,37.0,19.0
1496,26.0,40.0,14.0
1497,1.0,2.0,1.0
1498,0.0,0.0,0.0
1499,6.0,15.0,9.0
1500,4.0,8.0,4.0
1501,3.0,5.0,2.0
1502,7.0,14.0,7.0
1503,20.0,36.0,16.0
1504,5.0,7.0,2.0
1505,6.0,9.0,3.0
1506,13.0,27.0,14.0
1507,8.0,12.0,4.0
1508,10.0,29.0,19.0
1509,3.0,11.0,8.0
1510,9.0,21.0,12.0
1511,3.0,5.0,2.0
1512,13.0,22.0,9.0
1513,7.0,13.0,6.0
1514,1.0,2.0,1.0
1515,1.0,8.0,7.0
1516,10.0,16.0,6.0
1517,5.0,7.0,2.0
1518,3.0,3.0,0.0
1519,5.0,6.0,1.0
1520,5.0,14.0,9.0
1521,8.0,24.0,16.0
1522,1.0,2.0,1.0
1523,0.0,0.0,0.0
1524,3.0,3.0,0.0
1525,9.0,16.0,7.0
1526,1.0,5.0,4.0
1527,1.0,3.0,2.0
1528,6.0,16.0,10.0
1529,5.0,9.0,4.0
1530,5.0,13.0,8.0
1531,1.0,2.0,1.0
1532,10.0,16.0,6.0
1533,5.0,10.0,5.0
1534,8.0,18.0,10.0
1535,2.0,8.0,6.0
1536,0.0,0.0,0.0
1537,1.0,5.0,4.0
1538,4.0,6.0,2.0
1539,3.0,5.0,2.0
1540,2.0,2.0,0.0
1541,1.0,2.0,1.0
1542,6.0,7.0,1.0
1543,0.0,1.0,1.0
1544,4.0,5.0,1.0
1545,1.0,3.0,2.0
1546,3.0,5.0,2.0
1547,0.0,0.0,0.0
1548,1.0,2.0,1.0
1549,1.0,1.0,0.0
1550,0.0,0.0,0.0
1551,0.0,0.0,0.0
1552,0.0,0.0,0.0
1553,0.0,0.0,0.0
1554,5.0,13.0,8.0
1555,0.0,3.0,3.0
1556,0.0,0.0,0.0
1557,3.0,5.0,2.0
1558,1.0,8.0,7.0
1559,1.0,2.0,1.0
1560,0.0,2.0,2.0
1561,4.0,9.0,5.0
1562,6.0,12.0,6.0
1563,5.0,9.0,4.0
1564,2.0,2.0,0.0
1565,0.0,1.0,1.0
1566,0.0,4.0,4.0
1567,1.0,1.0,0.0
1568,0.0,1.0,1.0
1569,0.0,2.0,2.0
1570,2.0,2.0,0.0
1571,0.0,1.0,1.0
1572,0.0,0.0,0.0
1573,4.0,10.0,6.0
1574,2.0,2.0,0.0
1575,4.0,9.0,5.0
1576,1.0,3.0,2.0
1577,2.0,7.0,5.0
1578,4.0,6.0,2.0
1579,2.0,2.0,0.0
1580,9.0,10.0,1.0
1581,4.0,11.0,7.0
1582,3.0,5.0,2.0
1583,5.0,13.0,8.0
1584,22.0,33.0,11.0
1585,1.0,2.0,1.0
1586,6.0,8.0,2.0
1587,6.0,11.0,5.0
1588,12.0,15.0,3.0
1589,12.0,21.0,9.0
1590,28.0,48.0,20.0
1591,8.0,18.0,10.0
1592,10.0,23.0,13.0
1593,20.0,46.0,26.0
1594,15.0,26.0,11.0
1595,5.0,7.0,2.0
1596,31.0,52.0,21.0
1597,12.0,27.0,15.0
1598,2.0,8.0,6.0
1599,10.0,23.0,13.0
1600,16.0,29.0,13.0
1601,5.0,6.0,1.0
1602,4.0,7.0,3.0
1603,18.0,36.0,18.0
1604,12.0,22.0,10.0
1605,7.0,12.0,5.0
1606,1.0,3.0,2.0
1607,3.0,7.0,4.0
1608,10.0,12.0,2.0
1609,7.0,18.0,11.0
1610,12.0,19.0,7.0
1611,1.0,4.0,3.0
1612,2.0,2.0,0.0
1613,1.0,6.0,5.0
1614,4.0,5.0,1.0
1615,3.0,3.0,0.0
1616,4.0,8.0,4.0
1617,10.0,20.0,10.0
1618,4.0,10.0,6.0
1619,0.0,0.0,0.0
1620,2.0,4.0,2.0
1621,14.0,18.0,4.0
1622,0.0,2.0,2.0
1623,0.0,2.0,2.0
1624,6.0,8.0,2.0
1625,5.0,14.0,9.0
1626,2.0,6.0,4.0
1627,1.0,1.0,0.0
1628,2.0,4.0,2.0
1629,8.0,12.0,4.0
1630,5.0,9.0,4.0
1631,0.0,0.0,0.0
1632,3.0,4.0,1.0
1633,0.0,0.0,0.0
1634,0.0,2.0,2.0
1635,3.0,5.0,2.0
1636,1.0,2.0,1.0
1637,1.0,1.0,0.0
1638,4.0,12.0,8.0
1639,0.0,1.0,1.0
1640,1.0,8.0,7.0
1641,1.0,2.0,1.0
1642,7.0,13.0,6.0
1643,0.0,4.0,4.0
1644,2.0,6.0,4.0
1645,1.0,1.0,0.0
1646,1.0,1.0,0.0
1647,14.0,17.0,3.0
1648,1.0,1.0,0.0
1649,2.0,4.0,2.0
1650,2.0,6.0,4.0
1651,2.0,3.0,1.0
1652,1.0,1.0,0.0
1653,6.0,7.0,1.0
1654,3.0,3.0,0.0
1655,0.0,2.0,2.0
1656,2.0,6.0,4.0
1657,2.0,5.0,3.0
1658,1.0,1.0,0.0
1659,1.0,7.0,6.0
1660,2.0,3.0,1.0
1661,0.0,1.0,1.0
1662,0.0,0.0,0.0
1663,2.0,7.0,5.0
1664,0.0,1.0,1.0
1665,0.0,3.0,3.0
1666,0.0,0.0,0.0
1667,0.0,5.0,5.0
1668,0.0,0.0,0.0
1669,0.0,2.0,2.0
1670,2.0,2.0,0.0
1671,2.0,2.0,0.0
1672,1.0,1.0,0.0
1673,0.0,0.0,0.0
1674,1.0,3.0,2.0
1675,0.0,0.0,0.0
1676,0.0,2.0,2.0
1677,2.0,2.0,0.0
1678,9.0,19.0,10.0
1679,6.0,9.0,3.0
1680,0.0,1.0,1.0
1681,6.0,22.0,16.0
1682,1.0,2.0,1.0
1683,18.0,24.0,6.0
1684,2.0,2.0,0.0
1685,3.0,7.0,4.0
1686,1.0,3.0,2.0
1687,1.0,3.0,2.0
1688,3.0,4.0,1.0
1689,0.0,3.0,3.0
1690,2.0,5.0,3.0
1691,19.0,29.0,10.0
1692,2.0,5.0,3.0
1693,16.0,25.0,9.0
1694,0.0,2.0,2.0
1695,3.0,5.0,2.0
1696,14.0,24.0,10.0
1697,13.0,19.0,6.0
1698,0.0,2.0,2.0
1699,1.0,1.0,0.0
1700,12.0,21.0,9.0
1701,0.0,0.0,0.0
1702,12.0,25.0,13.0
1703,5.0,9.0,4.0
1704,8.0,12.0,4.0
1705,4.0,6.0,2.0
1706,3.0,5.0,2.0
1707,10.0,18.0,8.0
1708,12.0,27.0,15.0
1709,0.0,0.0,0.0
1710,3.0,6.0,3.0
1711,4.0,4.0,0.0
1712,2.0,9.0,7.0
1713,2.0,6.0,4.0
1714,15.0,29.0,14.0
1715,1.0,1.0,0.0
1716,2.0,3.0,1.0
1717,8.0,14.0,6.0
1718,1.0,1.0,0.0
1719,8.0,12.0,4.0
1720,1.0,1.0,0.0
1721,11.0,19.0,8.0
1722,19.0,43.0,24.0
1723,0.0,0.0,0.0
1724,3.0,4.0,1.0
1725,7.0,11.0,4.0
1726,5.0,9.0,4.0
1727,5.0,12.0,7.0
1728,10.0,15.0,5.0
1729,11.0,19.0,8.0
1730,11.0,25.0,14.0
1731,3.0,3.0,0.0
1732,4.0,8.0,4.0
1733,0.0,5.0,5.0
1734,15.0,23.0,8.0
1735,0.0,1.0,1.0
1736,0.0,0.0,0.0
1737,2.0,7.0,5.0
1738,1.0,11.0,10.0
1739,1.0,4.0,3.0
1740,6.0,11.0,5.0
1741,4.0,6.0,2.0
1742,5.0,8.0,3.0
1743,8.0,13.0,5.0
1744,4.0,9.0,5.0
1745,1.0,1.0,0.0
1746,2.0,2.0,0.0
1747,4.0,5.0,1.0
1748,5.0,10.0,5.0
1749,2.0,2.0,0.0
1750,2.0,4.0,2.0
1751,1.0,3.0,2.0
1752,0.0,1.0,1.0
1753,5.0,7.0,2.0
1754,0.0,1.0,1.0
1755,2.0,3.0,1.0
1756,1.0,3.0,2.0
1757,2.0,3.0,1.0
1758,1.0,1.0,0.0
1759,1.0,4.0,3.0
1760,0.0,1.0,1.0
1761,0.0,1.0,1.0
1762,0.0,1.0,1.0
1763,0.0,1.0,1.0
1764,0.0,0.0,0.0
1765,1.0,1.0,0.0
1766,0.0,0.0,0.0
1767,0.0,0.0,0.0
1768,0.0,0.0,0.0
1769,0.0,1.0,1.0
1770,0.0,2.0,2.0
1771,2.0,4.0,2.0
1772,1.0,3.0,2.0
1773,16.0,29.0,13.0
1774,11.0,18.0,7.0
1775,10.0,20.0,10.0
1776,1.0,3.0,2.0
1777,0.0,1.0,1.0
1778,0.0,2.0,2.0
1779,9.0,15.0,6.0
1780,1.0,1.0,0.0
1781,4.0,12.0,8.0
1782,2.0,2.0,0.0
1783,3.0,5.0,2.0
1784,3.0,3.0,0.0
1785,5.0,5.0,0.0
1786,2.0,2.0,0.0
1787,11.0,21.0,10.0
1788,14.0,21.0,7.0
1789,5.0,8.0,3.0
1790,2.0,2.0,0.0
1791,6.0,10.0,4.0
1792,15.0,25.0,10.0
1793,1.0,2.0,1.0
1794,5.0,11.0,6.0
1795,2.0,6.0,4.0
1796,6.0,9.0,3.0
1797,11.0,23.0,12.0
1798,0.0,2.0,2.0
1799,13.0,28.0,15.0
1800,5.0,9.0,4.0
1801,8.0,13.0,5.0
1802,4.0,5.0,1.0
1803,11.0,18.0,7.0
1804,3.0,9.0,6.0
1805,12.0,21.0,9.0
1806,22.0,33.0,11.0
1807,7.0,14.0,7.0
1808,4.0,6.0,2.0
1809,2.0,3.0,1.0
1810,2.0,3.0,1.0
1811,5.0,8.0,3.0
1812,6.0,7.0,1.0
1813,4.0,5.0,1.0
1814,0.0,2.0,2.0
1815,3.0,5.0,2.0
1816,17.0,29.0,12.0
1817,2.0,6.0,4.0
1818,0.0,3.0,3.0
1819,3.0,4.0,1.0
1820,1.0,1.0,0.0
1821,0.0,2.0,2.0
1822,10.0,16.0,6.0
1823,9.0,15.0,6.0
1824,3.0,6.0,3.0
1825,8.0,14.0,6.0
1826,11.0,17.0,6.0
1827,4.0,7.0,3.0
1828,5.0,11.0,6.0
1829,1.0,7.0,6.0
1830,4.0,7.0,3.0
1831,20.0,35.0,15.0
1832,0.0,0.0,0.0
1833,2.0,3.0,1.0
1834,2.0,3.0,1.0
1835,4.0,11.0,7.0
1836,14.0,19.0,5.0
1837,5.0,10.0,5.0
1838,3.0,8.0,5.0
1839,5.0,8.0,3.0
1840,0.0,1.0,1.0
1841,0.0,0.0,0.0
1842,0.0,2.0,2.0
1843,5.0,14.0,9.0
1844,2.0,3.0,1.0
1845,0.0,0.0,0.0
1846,3.0,7.0,4.0
1847,0.0,0.0,0.0
1848,4.0,10.0,6.0
1849,0.0,0.0,0.0
1850,2.0,3.0,1.0
1851,4.0,5.0,1.0
1852,1.0,1.0,0.0
1853,1.0,2.0,1.0
1854,4.0,5.0,1.0
1855,4.0,7.0,3.0
1856,1.0,1.0,0.0
1857,1.0,4.0,3.0
1858,2.0,2.0,0.0
1859,1.0,1.0,0.0
1860,3.0,4.0,1.0
1861,3.0,4.0,1.0
1862,2.0,2.0,0.0
1863,0.0,0.0,0.0
1864,0.0,0.0,0.0
1865,0.0,1.0,1.0
1866,0.0,0.0,0.0
1867,2.0,5.0,3.0
1868,3.0,4.0,1.0
1869,5.0,12.0,7.0
1870,1.0,3.0,2.0
1871,5.0,11.0,6.0
1872,1.0,1.0,0.0
1873,2.0,8.0,6.0
1874,5.0,8.0,3.0
1875,0.0,0.0,0.0
1876,0.0,3.0,3.0
1877,2.0,4.0,2.0
1878,1.0,1.0,0.0
1879,0.0,0.0,0.0
1880,0.0,0.0,0.0
1881,2.0,7.0,5.0
1882,0.0,1.0,1.0
1883,2.0,5.0,3.0
1884,0.0,1.0,1.0
1885,0.0,1.0,1.0
1886,1.0,2.0,1.0
1887,0.0,1.0,1.0
1888,3.0,3.0,0.0
1889,2.0,2.0,0.0
1890,4.0,7.0,3.0
1891,1.0,1.0,0.0
1892,1.0,1.0,0.0
1893,6.0,7.0,1.0
1894,19.0,32.0,13.0
1895,5.0,5.0,0.0
1896,8.0,12.0,4.0
1897,6.0,14.0,8.0
1898,0.0,1.0,1.0
1899,18.0,40.0,22.0
1900,32.0,59.0,27.0
1901,3.0,5.0,2.0
1902,2.0,4.0,2.0
1903,12.0,21.0,9.0
1904,3.0,12.0,9.0
1905,4.0,9.0,5.0
1906,4.0,9.0,5.0
1907,10.0,21.0,11.0
1908,0.0,1.0,1.0
1909,26.0,42.0,16.0
1910,17.0,32.0,15.0
1911,5.0,16.0,11.0
1912,18.0,32.0,14.0
1913,1.0,2.0,1.0
1914,10.0,24.0,14.0
1915,4.0,9.0,5.0
1916,7.0,17.0,10.0
1917,1.0,7.0,6.0
1918,6.0,7.0,1.0
1919,12.0,30.0,18.0
1920,15.0,21.0,6.0
