ID,turnover,dispossessed
1358,26.0,11.0
1359,8.0,3.0
1360,16.0,10.0
1361,23.0,14.0
1362,41.0,13.0
1363,7.0,6.0
1364,53.0,37.0
1365,17.0,9.0
1366,19.0,11.0
1367,16.0,4.0
1368,2.0,2.0
1369,1.0,1.0
1370,5.0,1.0
1371,2.0,0.0
1372,3.0,1.0
1373,83.0,33.0
1374,2.0,4.0
1375,3.0,2.0
1376,22.0,19.0
1377,29.0,6.0
1378,22.0,6.0
1379,4.0,1.0
1380,44.0,23.0
1381,70.0,53.0
1382,55.0,32.0
1383,1.0,0.0
1384,0.0,1.0
1385,47.0,18.0
1386,29.0,22.0
1387,45.0,24.0
1388,32.0,10.0
1389,12.0,8.0
1390,16.0,9.0
1391,21.0,15.0
1392,26.0,13.0
1393,26.0,8.0
1394,6.0,4.0
1395,7.0,1.0
1396,5.0,2.0
1397,18.0,12.0
1398,67.0,21.0
1399,47.0,19.0
1400,5.0,4.0
1401,82.0,32.0
1402,34.0,14.0
1403,2.0,3.0
1404,8.0,7.0
1405,11.0,6.0
1406,7.0,4.0
1407,12.0,7.0
1408,4.0,2.0
1409,64.0,23.0
1410,7.0,3.0
1411,15.0,5.0
1412,15.0,10.0
1413,15.0,9.0
1414,20.0,7.0
1415,59.0,13.0
1416,74.0,23.0
1417,20.0,2.0
1418,14.0,16.0
1419,29.0,19.0
1420,7.0,2.0
1421,14.0,11.0
1422,1.0,0.0
1423,16.0,7.0
1424,1.0,0.0
1425,2.0,2.0
1426,0.0,0.0
1427,2.0,1.0
1428,7.0,4.0
1429,3.0,0.0
1430,6.0,4.0
1431,2.0,1.0
1432,3.0,1.0
1433,12.0,7.0
1434,3.0,5.0
1435,15.0,1.0
1436,13.0,3.0
1437,7.0,2.0
1438,29.0,11.0
1439,2.0,0.0
1440,11.0,8.0
1441,11.0,4.0
1442,19.0,16.0
1443,2.0,2.0
1444,0.0,1.0
1445,0.0,0.0
1446,2.0,2.0
1447,1.0,0.0
1448,1.0,0.0
1449,0.0,0.0
1450,2.0,2.0
1451,3.0,0.0
1452,1.0,0.0
1453,4.0,0.0
1454,0.0,2.0
1455,31.0,18.0
1456,2.0,2.0
1457,75.0,23.0
1458,94.0,44.0
1459,20.0,12.0
1460,12.0,6.0
1461,10.0,2.0
1462,14.0,6.0
1463,6.0,2.0
1464,6.0,6.0
1465,53.0,21.0
1466,5.0,3.0
1467,13.0,7.0
1468,66.0,37.0
1469,1.0,2.0
1470,74.0,30.0
1471,5.0,1.0
1472,14.0,3.0
1473,31.0,10.0
1474,3.0,1.0
1475,47.0,32.0
1476,10.0,6.0
1477,42.0,16.0
1478,12.0,5.0
1479,37.0,13.0
1480,1.0,2.0
1481,7.0,1.0
1482,55.0,28.0
1483,31.0,15.0
1484,7.0,2.0
1485,0.0,2.0
1486,39.0,25.0
1487,46.0,7.0
1488,65.0,39.0
1489,79.0,41.0
1490,21.0,13.0
1491,17.0,7.0
1492,3.0,2.0
1493,10.0,5.0
1494,5.0,2.0
1495,105.0,53.0
1496,55.0,32.0
1497,35.0,8.0
1498,4.0,3.0
1499,57.0,22.0
1500,20.0,19.0
1501,28.0,23.0
1502,32.0,13.0
1503,77.0,45.0
1504,9.0,4.0
1505,32.0,19.0
1506,91.0,42.0
1507,17.0,11.0
1508,58.0,27.0
1509,37.0,21.0
1510,47.0,18.0
1511,15.0,7.0
1512,58.0,35.0
1513,53.0,28.0
1514,10.0,5.0
1515,7.0,7.0
1516,26.0,6.0
1517,6.0,1.0
1518,13.0,2.0
1519,13.0,8.0
1520,65.0,30.0
1521,60.0,15.0
1522,2.0,3.0
1523,2.0,3.0
1524,4.0,3.0
1525,29.0,10.0
1526,6.0,2.0
1527,8.0,6.0
1528,17.0,9.0
1529,12.0,7.0
1530,33.0,19.0
1531,13.0,13.0
1532,61.0,23.0
1533,14.0,7.0
1534,38.0,25.0
1535,6.0,1.0
1536,0.0,1.0
1537,11.0,3.0
1538,8.0,7.0
1539,12.0,3.0
1540,2.0,0.0
1541,10.0,6.0
1542,27.0,16.0
1543,3.0,3.0
1544,5.0,5.0
1545,6.0,3.0
1546,3.0,0.0
1547,2.0,1.0
1548,5.0,2.0
1549,3.0,0.0
1550,4.0,1.0
1551,6.0,2.0
1552,4.0,1.0
1553,0.0,0.0
1554,17.0,10.0
1555,6.0,2.0
1556,6.0,3.0
1557,8.0,8.0
1558,6.0,2.0
1559,5.0,1.0
1560,2.0,0.0
1561,33.0,10.0
1562,27.0,9.0
1563,16.0,4.0
1564,0.0,0.0
1565,9.0,1.0
1566,12.0,13.0
1567,1.0,4.0
1568,2.0,3.0
1569,2.0,4.0
1570,3.0,3.0
1571,2.0,0.0
1572,1.0,0.0
1573,28.0,16.0
1574,4.0,2.0
1575,6.0,5.0
1576,3.0,2.0
1577,18.0,13.0
1578,7.0,7.0
1579,5.0,1.0
1580,2.0,7.0
1581,14.0,3.0
1582,11.0,9.0
1583,33.0,28.0
1584,50.0,39.0
1585,0.0,2.0
1586,2.0,8.0
1587,8.0,4.0
1588,9.0,10.0
1589,88.0,58.0
1590,81.0,25.0
1591,71.0,35.0
1592,44.0,25.0
1593,88.0,35.0
1594,51.0,15.0
1595,16.0,8.0
1596,63.0,32.0
1597,50.0,27.0
1598,87.0,33.0
1599,62.0,26.0
1600,75.0,48.0
1601,14.0,15.0
1602,16.0,0.0
1603,40.0,32.0
1604,32.0,18.0
1605,76.0,41.0
1606,12.0,4.0
1607,16.0,4.0
1608,62.0,38.0
1609,25.0,18.0
1610,40.0,11.0
1611,5.0,4.0
1612,2.0,3.0
1613,2.0,3.0
1614,9.0,3.0
1615,11.0,6.0
1616,33.0,9.0
1617,32.0,21.0
1618,8.0,8.0
1619,7.0,3.0
1620,9.0,7.0
1621,48.0,25.0
1622,3.0,2.0
1623,7.0,1.0
1624,17.0,5.0
1625,31.0,12.0
1626,11.0,12.0
1627,3.0,3.0
1628,10.0,7.0
1629,20.0,6.0
1630,10.0,9.0
1631,1.0,0.0
1632,17.0,12.0
1633,0.0,0.0
1634,4.0,3.0
1635,6.0,6.0
1636,3.0,2.0
1637,2.0,0.0
1638,21.0,14.0
1639,2.0,2.0
1640,12.0,6.0
1641,6.0,2.0
1642,32.0,16.0
1643,3.0,1.0
1644,3.0,3.0
1645,2.0,0.0
1646,1.0,5.0
1647,17.0,14.0
1648,15.0,12.0
1649,15.0,11.0
1650,3.0,3.0
1651,14.0,6.0
1652,0.0,0.0
1653,13.0,3.0
1654,2.0,1.0
1655,8.0,2.0
1656,7.0,4.0
1657,4.0,0.0
1658,4.0,3.0
1659,1.0,3.0
1660,7.0,5.0
1661,7.0,4.0
1662,1.0,0.0
1663,3.0,3.0
1664,9.0,4.0
1665,1.0,1.0
1666,1.0,0.0
1667,6.0,3.0
1668,2.0,0.0
1669,1.0,5.0
1670,3.0,2.0
1671,5.0,3.0
1672,0.0,1.0
1673,1.0,1.0
1674,1.0,3.0
1675,0.0,0.0
1676,8.0,2.0
1677,2.0,0.0
1678,9.0,2.0
1679,28.0,17.0
1680,5.0,1.0
1681,37.0,25.0
1682,3.0,2.0
1683,51.0,20.0
1684,0.0,1.0
1685,1.0,1.0
1686,5.0,1.0
1687,2.0,2.0
1688,9.0,1.0
1689,8.0,4.0
1690,1.0,2.0
1691,34.0,12.0
1692,6.0,2.0
1693,89.0,40.0
1694,4.0,4.0
1695,5.0,4.0
1696,67.0,31.0
1697,29.0,17.0
1698,1.0,1.0
1699,5.0,0.0
1700,43.0,22.0
1701,0.0,0.0
1702,51.0,25.0
1703,26.0,13.0
1704,36.0,6.0
1705,17.0,3.0
1706,15.0,4.0
1707,17.0,18.0
1708,33.0,14.0
1709,1.0,1.0
1710,30.0,17.0
1711,11.0,7.0
1712,60.0,18.0
1713,5.0,5.0
1714,115.0,50.0
1715,4.0,1.0
1716,1.0,1.0
1717,42.0,22.0
1718,3.0,0.0
1719,21.0,8.0
1720,13.0,4.0
1721,37.0,16.0
1722,75.0,24.0
1723,2.0,2.0
1724,0.0,2.0
1725,9.0,1.0
1726,0.0,0.0
1727,23.0,9.0
1728,34.0,15.0
1729,58.0,20.0
1730,48.0,19.0
1731,4.0,0.0
1732,17.0,5.0
1733,7.0,7.0
1734,33.0,11.0
1735,2.0,2.0
1736,6.0,6.0
1737,23.0,8.0
1738,8.0,2.0
1739,5.0,2.0
1740,33.0,6.0
1741,17.0,9.0
1742,13.0,3.0
1743,27.0,17.0
1744,9.0,5.0
1745,1.0,0.0
1746,7.0,4.0
1747,15.0,6.0
1748,9.0,3.0
1749,7.0,2.0
1750,8.0,3.0
1751,17.0,2.0
1752,1.0,0.0
1753,44.0,16.0
1754,1.0,2.0
1755,4.0,6.0
1756,2.0,2.0
1757,0.0,2.0
1758,5.0,1.0
1759,4.0,1.0
1760,3.0,2.0
1761,6.0,0.0
1762,3.0,0.0
1763,2.0,0.0
1764,4.0,2.0
1765,4.0,1.0
1766,0.0,0.0
1767,0.0,0.0
1768,3.0,1.0
1769,1.0,0.0
1770,5.0,2.0
1771,0.0,1.0
1772,0.0,3.0
1773,66.0,37.0
1774,28.0,15.0
1775,38.0,29.0
1776,6.0,1.0
1777,13.0,8.0
1778,0.0,0.0
1779,46.0,19.0
1780,9.0,5.0
1781,20.0,7.0
1782,5.0,2.0
1783,14.0,6.0
1784,0.0,0.0
1785,4.0,2.0
1786,5.0,1.0
1787,36.0,22.0
1788,64.0,30.0
1789,4.0,2.0
1790,2.0,2.0
1791,52.0,32.0
1792,33.0,26.0
1793,3.0,2.0
1794,10.0,5.0
1795,19.0,10.0
1796,19.0,9.0
1797,69.0,39.0
1798,4.0,4.0
1799,37.0,19.0
1800,26.0,16.0
1801,19.0,18.0
1802,7.0,6.0
1803,41.0,22.0
1804,2.0,5.0
1805,32.0,17.0
1806,77.0,28.0
1807,22.0,10.0
1808,17.0,5.0
1809,7.0,13.0
1810,5.0,1.0
1811,15.0,13.0
1812,21.0,12.0
1813,4.0,3.0
1814,16.0,10.0
1815,30.0,9.0
1816,85.0,29.0
1817,9.0,7.0
1818,14.0,1.0
1819,10.0,6.0
1820,2.0,2.0
1821,5.0,1.0
1822,22.0,11.0
1823,40.0,27.0
1824,3.0,2.0
1825,13.0,10.0
1826,23.0,8.0
1827,30.0,15.0
1828,19.0,14.0
1829,13.0,9.0
1830,4.0,2.0
1831,67.0,55.0
1832,3.0,0.0
1833,8.0,3.0
1834,5.0,3.0
1835,29.0,15.0
1836,31.0,17.0
1837,3.0,2.0
1838,15.0,12.0
1839,2.0,1.0
1840,2.0,0.0
1841,7.0,4.0
1842,3.0,2.0
1843,11.0,11.0
1844,4.0,4.0
1845,1.0,2.0
1846,16.0,8.0
1847,3.0,2.0
1848,41.0,22.0
1849,5.0,3.0
1850,2.0,1.0
1851,9.0,5.0
1852,4.0,2.0
1853,2.0,1.0
1854,3.0,2.0
1855,5.0,5.0
1856,1.0,1.0
1857,1.0,1.0
1858,8.0,6.0
1859,2.0,2.0
1860,10.0,3.0
1861,10.0,7.0
1862,11.0,6.0
1863,1.0,1.0
1864,3.0,0.0
1865,2.0,3.0
1866,0.0,1.0
1867,22.0,16.0
1868,19.0,5.0
1869,20.0,11.0
1870,5.0,0.0
1871,11.0,8.0
1872,3.0,2.0
1873,32.0,13.0
1874,18.0,6.0
1875,0.0,0.0
1876,7.0,4.0
1877,6.0,3.0
1878,1.0,0.0
1879,1.0,0.0
1880,6.0,7.0
1881,8.0,3.0
1882,2.0,0.0
1883,1.0,2.0
1884,2.0,4.0
1885,0.0,0.0
1886,1.0,4.0
1887,3.0,3.0
1888,4.0,6.0
1889,8.0,1.0
1890,19.0,7.0
1891,1.0,0.0
1892,0.0,0.0
1893,7.0,3.0
1894,75.0,43.0
1895,5.0,4.0
1896,36.0,13.0
1897,39.0,8.0
1898,5.0,1.0
1899,59.0,30.0
1900,129.0,62.0
1901,1.0,2.0
1902,23.0,12.0
1903,49.0,39.0
1904,19.0,10.0
1905,36.0,13.0
1906,27.0,10.0
1907,36.0,24.0
1908,1.0,1.0
1909,81.0,16.0
1910,41.0,11.0
1911,16.0,7.0
1912,93.0,32.0
1913,8.0,5.0
1914,37.0,14.0
1915,27.0,20.0
1916,34.0,13.0
1917,32.0,11.0
1918,18.0,6.0
1919,92.0,28.0
1920,25.0,15.0
1921,38.0,15.0
1922,5.0,3.0
1923,28.0,14.0
1924,8.0,3.0
1925,29.0,16.0
1926,68.0,20.0
1927,95.0,45.0
1928,46.0,21.0
1929,29.0,13.0
1930,48.0,15.0
1931,10.0,3.0
1932,2.0,2.0
1933,16.0,5.0
1934,54.0,21.0
1935,51.0,22.0
1936,2.0,1.0
1937,17.0,6.0
1938,7.0,4.0
1939,62.0,28.0
1940,42.0,16.0
1941,8.0,4.0
1942,18.0,6.0
1943,13.0,5.0
1944,24.0,14.0
1945,4.0,1.0
1946,1.0,0.0
1947,16.0,6.0
1948,5.0,3.0
1949,18.0,6.0
1950,16.0,6.0
1951,13.0,7.0
1952,3.0,1.0
1953,3.0,1.0
1954,6.0,4.0
1955,38.0,12.0
1956,6.0,6.0
1957,31.0,11.0
1958,2.0,0.0
1959,13.0,4.0
1960,2.0,0.0
1961,2.0,3.0
1962,9.0,1.0
1963,32.0,8.0
1964,5.0,4.0
1965,1.0,0.0
1966,6.0,5.0
1967,6.0,2.0
1968,9.0,3.0
1969,5.0,1.0
1970,4.0,3.0
1971,1.0,5.0
1972,2.0,1.0
1973,17.0,10.0
1974,0.0,0.0
1975,14.0,5.0
1976,0.0,0.0
1977,1.0,0.0
1978,5.0,0.0
1979,3.0,3.0
1980,3.0,0.0
1981,4.0,1.0
1982,7.0,3.0
1983,62.0,34.0
1984,2.0,2.0
1985,10.0,2.0
1986,1.0,0.0
1987,10.0,3.0
1988,15.0,5.0
1989,2.0,1.0
1990,78.0,46.0
1991,15.0,6.0
1992,5.0,3.0
1993,2.0,1.0
1994,112.0,36.0
1995,13.0,11.0
1996,26.0,17.0
1997,78.0,30.0
1998,98.0,59.0
1999,57.0,16.0
2000,74.0,19.0
2001,103.0,55.0
2002,1.0,3.0
2003,76.0,60.0
2004,13.0,10.0
2005,24.0,12.0
2006,12.0,2.0
2007,5.0,1.0
2008,27.0,14.0
2009,7.0,5.0
2010,5.0,0.0
2011,17.0,11.0
2012,6.0,1.0
2013,68.0,40.0
2014,24.0,7.0
2015,14.0,3.0
2016,75.0,35.0
2017,5.0,5.0
2018,12.0,4.0
2019,28.0,13.0
2020,107.0,59.0
2021,80.0,34.0
2022,5.0,3.0
2023,40.0,12.0
2024,3.0,2.0
2025,67.0,49.0
2026,1.0,1.0
2027,125.0,62.0
2028,8.0,0.0
2029,8.0,1.0
2030,9.0,8.0
2031,18.0,8.0
2032,35.0,22.0
2033,36.0,15.0
2034,2.0,0.0
2035,1.0,1.0
2036,6.0,1.0
2037,13.0,4.0
2038,9.0,3.0
2039,31.0,16.0
2040,7.0,1.0
2041,16.0,9.0
2042,38.0,27.0
2043,9.0,5.0
2044,26.0,4.0
2045,35.0,17.0
2046,20.0,9.0
2047,10.0,2.0
2048,6.0,5.0
2049,8.0,2.0
2050,11.0,0.0
2051,5.0,1.0
2052,2.0,0.0
2053,3.0,1.0
2054,3.0,0.0
2055,11.0,5.0
2056,12.0,3.0
2057,0.0,0.0
2058,7.0,4.0
2059,11.0,9.0
2060,3.0,0.0
2061,2.0,2.0
2062,35.0,13.0
2063,11.0,2.0
2064,7.0,3.0
2065,1.0,1.0
2066,3.0,0.0
2067,1.0,1.0
2068,11.0,9.0
2069,4.0,4.0
2070,3.0,2.0
2071,2.0,1.0
2072,6.0,1.0
2073,4.0,2.0
2074,7.0,2.0
2075,14.0,3.0
2076,1.0,0.0
2077,5.0,2.0
2078,30.0,36.0
2079,8.0,2.0
2080,1.0,3.0
2081,12.0,9.0
2082,40.0,23.0
2083,15.0,4.0
2084,15.0,5.0
2085,6.0,2.0
2086,62.0,39.0
2087,19.0,6.0
2088,35.0,13.0
2089,88.0,66.0
2090,8.0,1.0
2091,85.0,46.0
2092,1.0,3.0
2093,19.0,8.0
2094,31.0,13.0
2095,92.0,62.0
2096,10.0,11.0
2097,8.0,7.0
2098,22.0,22.0
2099,46.0,13.0
2100,3.0,0.0
2101,27.0,18.0
2102,27.0,14.0
2103,11.0,14.0
2104,60.0,28.0
2105,21.0,19.0
2106,18.0,2.0
2107,19.0,12.0
2108,57.0,31.0
2109,1.0,5.0
2110,90.0,42.0
2111,12.0,6.0
2112,8.0,3.0
2113,38.0,18.0
2114,29.0,13.0
2115,38.0,28.0
2116,12.0,8.0
2117,21.0,13.0
2118,0.0,4.0
2119,33.0,17.0
2120,20.0,10.0
2121,22.0,15.0
2122,7.0,3.0
2123,3.0,4.0
2124,10.0,4.0
2125,29.0,16.0
2126,12.0,11.0
2127,51.0,25.0
2128,36.0,15.0
2129,28.0,14.0
2130,4.0,0.0
2131,0.0,1.0
2132,2.0,4.0
2133,14.0,13.0
2134,11.0,3.0
2135,1.0,2.0
2136,5.0,4.0
2137,2.0,1.0
2138,6.0,4.0
2139,1.0,1.0
2140,2.0,2.0
2141,0.0,1.0
2142,19.0,3.0
2143,13.0,4.0
2144,1.0,0.0
2145,4.0,2.0
2146,10.0,3.0
2147,6.0,3.0
2148,1.0,1.0
2149,2.0,0.0
2150,3.0,1.0
2151,3.0,2.0
2152,0.0,0.0
2153,14.0,7.0
2154,0.0,0.0
2155,2.0,1.0
2156,21.0,11.0
2157,13.0,0.0
2158,2.0,3.0
2159,24.0,19.0
2160,36.0,16.0
2161,12.0,10.0
2162,50.0,24.0
2163,13.0,5.0
2164,6.0,2.0
2165,37.0,20.0
2166,13.0,6.0
2167,2.0,1.0
2168,6.0,6.0
2169,26.0,17.0
2170,34.0,15.0
2171,31.0,23.0
2172,6.0,7.0
2173,32.0,23.0
2174,80.0,38.0
2175,40.0,22.0
2176,11.0,11.0
2177,4.0,3.0
2178,18.0,7.0
2179,8.0,0.0
2180,41.0,21.0
2181,42.0,18.0
2182,89.0,29.0
2183,12.0,1.0
2184,12.0,3.0
2185,2.0,1.0
2186,14.0,10.0
2187,9.0,8.0
2188,2.0,1.0
2189,1.0,1.0
2190,4.0,0.0
2191,3.0,5.0
2192,33.0,8.0
2193,11.0,5.0
2194,13.0,7.0
2195,2.0,0.0
2196,39.0,17.0
2197,17.0,9.0
2198,8.0,4.0
2199,2.0,0.0
2200,38.0,14.0
2201,23.0,8.0
2202,4.0,2.0
2203,18.0,19.0
2204,10.0,2.0
2205,9.0,4.0
2206,18.0,8.0
2207,47.0,30.0
2208,19.0,16.0
2209,21.0,12.0
2210,11.0,4.0
2211,3.0,1.0
2212,0.0,0.0
2213,10.0,6.0
2214,25.0,19.0
2215,2.0,0.0
2216,16.0,5.0
2217,17.0,11.0
2218,24.0,15.0
2219,1.0,1.0
2220,4.0,2.0
2221,8.0,3.0
2222,7.0,0.0
2223,8.0,2.0
2224,10.0,7.0
2225,14.0,18.0
2226,11.0,19.0
2227,6.0,4.0
2228,0.0,2.0
2229,10.0,5.0
2230,1.0,0.0
2231,1.0,0.0
2232,9.0,3.0
2233,1.0,0.0
2234,1.0,0.0
2235,2.0,2.0
2236,2.0,1.0
2237,19.0,0.0
2238,4.0,1.0
2239,2.0,0.0
2240,8.0,1.0
2241,1.0,2.0
2242,8.0,8.0
2243,10.0,1.0
2244,0.0,0.0
2245,1.0,1.0
2246,5.0,3.0
2247,0.0,3.0
2248,5.0,3.0
2249,1.0,1.0
2250,3.0,2.0
2251,4.0,0.0
2252,64.0,40.0
2253,70.0,37.0
2254,5.0,1.0
2255,2.0,0.0
2256,35.0,23.0
2257,6.0,1.0
2258,55.0,17.0
2259,0.0,2.0
2260,55.0,35.0
2261,34.0,24.0
2262,24.0,19.0
2263,7.0,2.0
2264,29.0,26.0
2265,1.0,0.0
2266,22.0,28.0
2267,32.0,10.0
2268,5.0,5.0
2269,17.0,14.0
2270,15.0,1.0
2271,3.0,0.0
2272,2.0,4.0
2273,14.0,2.0
2274,58.0,25.0
2275,36.0,21.0
2276,5.0,0.0
2277,29.0,19.0
2278,3.0,0.0
2279,35.0,13.0
2280,13.0,6.0
2281,1.0,3.0
2282,0.0,0.0
2283,6.0,2.0
2284,48.0,24.0
2285,24.0,3.0
2286,13.0,6.0
2287,10.0,3.0
2288,23.0,30.0
2289,30.0,18.0
2290,21.0,16.0
2291,5.0,2.0
2292,31.0,12.0
2293,8.0,4.0
2294,36.0,24.0
2295,37.0,10.0
2296,7.0,1.0
2297,16.0,15.0
2298,4.0,4.0
2299,23.0,12.0
2300,1.0,4.0
2301,0.0,0.0
2302,11.0,6.0
2303,4.0,1.0
2304,15.0,8.0
2305,24.0,10.0
2306,12.0,2.0
2307,1.0,0.0
2308,3.0,3.0
2309,7.0,4.0
2310,1.0,0.0
2311,12.0,6.0
2312,24.0,15.0
2313,22.0,7.0
2314,3.0,1.0
2315,23.0,14.0
2316,15.0,5.0
2317,27.0,19.0
2318,21.0,23.0
2319,9.0,4.0
2320,19.0,14.0
2321,17.0,2.0
2322,9.0,0.0
2323,2.0,0.0
2324,2.0,1.0
2325,4.0,3.0
2326,4.0,2.0
2327,2.0,0.0
2328,14.0,5.0
2329,2.0,1.0
2330,5.0,1.0
2331,7.0,2.0
2332,4.0,0.0
2333,4.0,0.0
2334,9.0,2.0
2335,4.0,3.0
2336,5.0,3.0
2337,19.0,12.0
2338,1.0,0.0
2339,2.0,2.0
2340,2.0,1.0
2341,2.0,1.0
2342,7.0,3.0
2343,5.0,2.0
2344,2.0,1.0
2345,2.0,1.0
2346,0.0,0.0
2347,3.0,1.0
2348,4.0,3.0
2349,6.0,4.0
2350,53.0,55.0
2351,6.0,3.0
2352,12.0,6.0
2353,45.0,23.0
2354,2.0,2.0
2355,9.0,6.0
2356,2.0,0.0
2357,16.0,4.0
2358,3.0,3.0
2359,23.0,18.0
2360,25.0,16.0
2361,10.0,8.0
2362,91.0,49.0
2363,37.0,28.0
2364,29.0,29.0
2365,16.0,16.0
2366,0.0,1.0
2367,86.0,38.0
2368,3.0,0.0
2369,58.0,38.0
2370,42.0,20.0
2371,11.0,4.0
2372,5.0,3.0
2373,1.0,2.0
2374,14.0,9.0
2375,9.0,3.0
2376,1.0,2.0
2377,3.0,2.0
2378,29.0,13.0
2379,39.0,28.0
2380,20.0,24.0
2381,2.0,1.0
2382,13.0,13.0
2383,65.0,31.0
2384,6.0,9.0
2385,1.0,1.0
2386,4.0,2.0
2387,16.0,11.0
2388,2.0,0.0
2389,0.0,2.0
2390,0.0,1.0
2391,5.0,3.0
2392,59.0,39.0
2393,23.0,14.0
2394,23.0,12.0
2395,21.0,12.0
2396,1.0,1.0
2397,9.0,1.0
2398,29.0,35.0
2399,14.0,15.0
2400,13.0,11.0
2401,6.0,4.0
2402,3.0,3.0
2403,9.0,10.0
2404,4.0,1.0
2405,11.0,8.0
2406,9.0,6.0
2407,35.0,13.0
2408,16.0,6.0
2409,6.0,8.0
2410,11.0,6.0
2411,48.0,19.0
2412,6.0,2.0
2413,10.0,12.0
2414,5.0,2.0
2415,16.0,8.0
2416,17.0,13.0
2417,4.0,4.0
2418,0.0,0.0
2419,2.0,1.0
2420,3.0,0.0
2421,20.0,9.0
2422,4.0,1.0
2423,1.0,0.0
2424,2.0,5.0
2425,2.0,1.0
2426,13.0,9.0
2427,0.0,2.0
2428,2.0,1.0
2429,1.0,0.0
2430,1.0,2.0
2431,3.0,1.0
2432,0.0,1.0
2433,0.0,1.0
2434,0.0,0.0
2435,8.0,2.0
2436,2.0,2.0
2437,12.0,4.0
2438,1.0,2.0
2439,0.0,0.0
2440,5.0,1.0
2441,3.0,1.0
2442,6.0,4.0
2443,2.0,0.0
2444,8.0,0.0
2445,1.0,1.0
2446,2.0,1.0
2447,41.0,14.0
2448,2.0,0.0
2449,126.0,70.0
2450,5.0,2.0
2451,7.0,3.0
2452,14.0,4.0
2453,6.0,0.0
2454,3.0,3.0
2455,13.0,7.0
2456,35.0,17.0
2457,0.0,0.0
2458,25.0,12.0
2459,2.0,3.0
2460,20.0,6.0
2461,3.0,2.0
2462,43.0,21.0
2463,23.0,5.0
2464,9.0,0.0
2465,6.0,6.0
2466,21.0,5.0
2467,48.0,20.0
2468,30.0,13.0
2469,80.0,29.0
2470,32.0,11.0
2471,1.0,0.0
2472,46.0,26.0
2473,46.0,17.0
2474,29.0,13.0
2475,10.0,5.0
2476,3.0,0.0
2477,7.0,3.0
2478,43.0,10.0
2479,5.0,3.0
2480,51.0,16.0
2481,12.0,1.0
2482,14.0,5.0
2483,12.0,6.0
2484,13.0,5.0
2485,20.0,11.0
2486,65.0,30.0
2487,72.0,19.0
2488,2.0,2.0
2489,20.0,7.0
2490,6.0,0.0
2491,5.0,5.0
2492,17.0,4.0
2493,12.0,7.0
2494,29.0,9.0
2495,31.0,8.0
2496,3.0,3.0
2497,2.0,8.0
2498,28.0,11.0
2499,9.0,7.0
2500,7.0,1.0
2501,8.0,2.0
2502,31.0,10.0
2503,36.0,16.0
2504,25.0,9.0
2505,3.0,7.0
2506,43.0,23.0
2507,15.0,13.0
2508,11.0,6.0
2509,18.0,3.0
2510,20.0,9.0
2511,4.0,3.0
2512,36.0,20.0
2513,2.0,0.0
2514,25.0,10.0
2515,48.0,26.0
2516,9.0,4.0
2517,16.0,10.0
2518,9.0,7.0
2519,10.0,0.0
2520,14.0,4.0
2521,9.0,1.0
2522,63.0,42.0
2523,16.0,6.0
2524,2.0,0.0
2525,3.0,1.0
2526,8.0,2.0
2527,2.0,1.0
2528,13.0,6.0
2529,0.0,1.0
2530,3.0,1.0
2531,13.0,5.0
2532,3.0,0.0
2533,24.0,5.0
2534,4.0,5.0
2535,4.0,1.0
2536,18.0,8.0
2537,5.0,3.0
2538,19.0,6.0
2539,8.0,5.0
2540,6.0,3.0
2541,8.0,1.0
2542,53.0,21.0
2543,15.0,11.0
2544,10.0,4.0
2545,3.0,3.0
2546,1.0,2.0
2547,8.0,11.0
2548,1.0,0.0
2549,1.0,5.0
2550,1.0,1.0
2551,1.0,1.0
2552,9.0,4.0
2553,5.0,2.0
2554,5.0,5.0
2555,2.0,1.0
2556,2.0,2.0
2557,10.0,4.0
2558,0.0,1.0
2559,4.0,3.0
2560,2.0,1.0
2561,47.0,13.0
2562,3.0,4.0
2563,12.0,4.0
2564,5.0,0.0
2565,11.0,6.0
2566,1.0,2.0
2567,5.0,3.0
2568,6.0,1.0
2569,4.0,1.0
2570,2.0,4.0
2571,1.0,0.0
2572,4.0,3.0
2573,4.0,1.0
2574,1.0,0.0
2575,0.0,3.0
2576,3.0,2.0
2577,2.0,1.0
2578,1.0,2.0
2579,2.0,1.0
2580,0.0,1.0
2581,7.0,6.0
2582,10.0,4.0
2583,14.0,7.0
2584,4.0,0.0
2585,2.0,0.0
2586,5.0,1.0
2587,7.0,6.0
2588,5.0,0.0
2589,5.0,6.0
2590,39.0,19.0
2591,0.0,0.0
2592,36.0,19.0
2593,2.0,7.0
2594,1.0,1.0
2595,34.0,20.0
2596,14.0,9.0
2597,4.0,1.0
2598,31.0,21.0
2599,22.0,13.0
2600,11.0,3.0
2601,27.0,20.0
2602,13.0,2.0
2603,12.0,10.0
2604,4.0,2.0
2605,51.0,16.0
2606,25.0,15.0
2607,7.0,3.0
2608,0.0,2.0
2609,10.0,3.0
2610,9.0,3.0
2611,3.0,2.0
2612,28.0,30.0
2613,31.0,22.0
2614,6.0,6.0
2615,18.0,12.0
2616,2.0,3.0
2617,9.0,2.0
2618,13.0,4.0
2619,3.0,0.0
2620,38.0,16.0
2621,31.0,11.0
2622,2.0,3.0
2623,5.0,3.0
2624,20.0,9.0
2625,46.0,22.0
2626,0.0,2.0
2627,33.0,7.0
2628,4.0,1.0
